title,year,source_title,doi,rank,publisher,event,source_type,holding_publisher,title_vote_haq,title_vote_anand,title_vote_final,title_verdict,has_abstract,abstract_verdict,has_fulltext,fulltext_verdict,exclusion_reason
ARVMEC: Adaptive Recommendation of Virtual Machines for IoT in Edge–Cloud Environment,2020,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2020.03.006,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A discrete chaotic multi-objective SCA-ALO optimization algorithm for an optimal virtual machine placement in cloud data center,2021,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-020-02645-0,Q1,Springer Verlag,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
A DDoS attack detection and defense scheme using time-series analysis for SDN,2020,Journal of Information Security and Applications,10.1016/j.jisa.2020.102587,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Public Key Encryption With Equality Test Supporting Flexible Designated Authorization in Cloud Storage,2022,IEEE Systems Journal,10.1109/JSYST.2021.3106701,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Algebraic Signatures-Based Data Integrity Auditing for Efficient Data Dynamics in Cloud Computing,2020,IEEE Transactions on Sustainable Computing,10.1109/TSUSC.2017.2781232,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Secure policy execution using reusable garbled circuit in the cloud,2018,Future Generation Computer Systems,10.1016/j.future.2017.12.067,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Server-Aided Bilateral Access Control for Secure Data Sharing with Dynamic User Groups,2021,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2021.3113516,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Identity-based encryption with cloud revocation authority and its applications,2018,IEEE Transactions on Cloud Computing,10.1109/TCC.2016.2541138,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Development of a cloud-based network teaching platform,2018,International Journal of Emerging Technologies in Learning,10.3991/ijet.v13i04.8258,Q1,International Association of Online Engineering,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Multi-Dimensional Regression Host Utilization algorithm (MDRHU) for Host Overload Detection in Cloud Computing,2019,Journal of Cloud Computing,10.1186/s13677-019-0130-2,Q1,Springer Science + Business Media,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Secure and Efficient Skyline Queries on Encrypted Data,2019,IEEE Transactions on Knowledge and Data Engineering,10.1109/TKDE.2018.2857471,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Secure and Verifiable Keyword Search in Multiple Clouds,2022,IEEE Systems Journal,10.1109/JSYST.2021.3069200,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Mitigating Voltage Attacks in Multi-Tenant FPGAs,2021,ACM Transactions on Reconfigurable Technology and Systems,10.1145/3451236,Q1,Association for Computing Machinery (ACM),,journal,ACM,n,n,Agree - No,Irrelevant,,,,,
Joint optimization of radio and virtual machine resources with uncertain user demands in mobile cloud computing,2018,IEEE Transactions on Multimedia,10.1109/TMM.2018.2796246,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Mixed integer linear programming for quality of service optimization in Clouds,2017,Future Generation Computer Systems,10.1016/j.future.2016.12.034,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Distributed denial of service attacks in software-defined networking with cloud computing,2015,IEEE Communications Magazine,10.1109/MCOM.2015.7081075,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Proxy provable data possession in public clouds,2013,IEEE Transactions on Services Computing,10.1109/TSC.2012.35,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Certificateless privacy preserving public auditing for dynamic shared data with group user revocation in cloud storage,2021,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2021.06.001,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Archipelago: A Medical Distributed Storage System for Interconnected Health,2020,IEEE Internet Computing,10.1109/MIC.2019.2963182,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A fog-based privacy-preserving approach for distributed signature-based intrusion detection,2018,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2018.07.013,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Interval-valued Fuzzy Logic approach for overloaded hosts in consolidation of virtual machines in cloud computing,2022,Fuzzy Sets and Systems,10.1016/j.fss.2021.03.001,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Design of cross-cultural teaching management system for international students based on cloud service platform,2022,Computers and Electrical Engineering,10.1016/j.compeleceng.2022.108119,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Mobile Edge Computing: A Survey,2018,IEEE Internet of Things Journal,10.1109/JIOT.2017.2750180,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
A comprehensive meta-analysis of cryptographic security mechanisms for cloud computing,2016,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-016-0385-0,Q1,Springer Verlag,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
DevOps as a Service: Pushing the Boundaries of Microservice Adoption,2018,IEEE Internet Computing,10.1109/MIC.2018.032501519,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Searchable encryption for healthcare clouds: A survey,2018,IEEE Transactions on Services Computing,10.1109/TSC.2017.2762296,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Anonymous and Traceable Group Data Sharing in Cloud Computing,2018,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2017.2774439,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Privacy-preserving computation of participatory noise maps in the cloud,2014,Journal of Systems and Software,10.1016/j.jss.2014.01.035,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Roaming service for electric vehicle charging using blockchain-based digital identity,2021,Energies,10.3390/en14061686,Q1,Multidisciplinary Digital Publishing Institute (MDPI),,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Interval-Valued Intuitionistic Uncertain Linguistic Cloud Petri Net and Its Application to Risk Assessment for Subway Fire Accident,2022,IEEE Transactions on Automation Science and Engineering,10.1109/TASE.2020.3014907,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Efficient and secure auditing scheme for outsourced big data with dynamicity in cloud,2018,Science China Information Sciences,10.1007/s11432-017-9410-9,Q1,Science in China Press,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Secure and quality-of-service-supported service-oriented architecture for mobile cloud handoff process,2017,Computers and Security,10.1016/j.cose.2017.01.006,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Compiler-assisted semantic-aware encryption for efficient and secure serverless computing,2021,IEEE Internet of Things Journal,10.1109/JIOT.2020.3031550,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Reusing empirical knowledge during cloud computing adoption,2018,Journal of Systems and Software,10.1016/j.jss.2017.12.011,Q1,Elsevier Inc.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Efficient high-end video data privacy preservation with integrity verification in cloud storage,2022,Computers and Electrical Engineering,10.1016/j.compeleceng.2022.108226,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Failure mode and effect analysis with extended grey relational analysis method in cloud setting,2019,Total Quality Management and Business Excellence,10.1080/14783363.2017.1337506,Q1,Routledge,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Blockchain-based accountability for multi-party oblivious RAM,2020,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2019.10.005,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
SCORE: Simulator for cloud optimization of resources and energy consumption,2018,Simulation Modelling Practice and Theory,10.1016/j.simpat.2018.01.004,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Cloud is safe when compressive: Efficient image privacy protection via shuffling enabled compressive sensing,2018,Computer Communications,10.1016/j.comcom.2018.01.001,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
TerrierTail: Mitigating Tail Latency of Cloud Virtual Machines,2018,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2018.2827075,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Cloud resource allocation for cloud-based automotive applications,2018,Mechatronics,10.1016/j.mechatronics.2017.10.010,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
The impact of client-side security restrictions on the competition of cloud computing services,2015,International Journal of Electronic Commerce,10.1080/10864415.2015.1000224,Q1,M.E. Sharpe Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Consolidated Identity Management System for secure mobile cloud computing,2014,Computer Networks,10.1016/j.comnet.2014.03.015,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Optimizing live migration of multiple virtual machines,2018,IEEE Transactions on Cloud Computing,10.1109/TCC.2016.2567381,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Privacy-Preserving Tensor-Based Multiple Clusterings on Cloud for Industrial IoT,2019,IEEE Transactions on Industrial Informatics,10.1109/TII.2018.2871174,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Comments on “verifiable outsourced attribute-based signature scheme”,2019,Multimedia Tools and Applications,10.1007/s11042-018-6725-7,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Industrial Automation as a Cloud Service,2015,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2014.2359894,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Blend arithmetic operations on tensor-based fully homomorphic encryption over real numbers,2018,IEEE Transactions on Industrial Informatics,10.1109/TII.2017.2780885,Q1,IEEE Computer Society,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
"SecSVA: Secure Storage, Verification, and Auditing of Big Data in the Cloud Environment",2018,IEEE Communications Magazine,10.1109/MCOM.2018.1700379,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Integrated Authentication and Key Agreement Framework for Vehicular Cloud Computing,2018,IEEE Network,10.1109/MNET.2018.1700347,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Secure deduplication for big data with efficient dynamic ownership updates,2021,Computers and Electrical Engineering,10.1016/j.compeleceng.2021.107531,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Privacy-Preserving Distributed Data Access Control for CloudIoT,2022,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2021.3060337,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Blockchain-based eHealth system for auditable EHRs manipulation in cloud environments,2021,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2020.10.002,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
VPSearch: Achieving Verifiability for Privacy-Preserving Multi-Keyword Search over Encrypted Cloud Data,2018,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2016.2635128,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Secure data sharing in cloud computing using revocable-storage identity-based encryption,2018,IEEE Transactions on Cloud Computing,10.1109/TCC.2016.2545668,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Health parameter monitoring via a novel wireless system,2014,Applied Soft Computing Journal,10.1016/j.asoc.2014.04.036,Q1,Elsevier BV,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Controlled secure social cloud data sharing based on a novel identity based proxy re-encryption plus scheme,2019,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2019.03.018,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Privacy-preserving image retrieval in a distributed environment,2022,International Journal of Intelligent Systems,10.1002/int.22890,Q1,John Wiley and Sons Ltd,,journal,Wiley,n,n,Agree - No,Irrelevant,,,,,
A survey on vehicular cloud computing,2014,Journal of Network and Computer Applications,10.1016/j.jnca.2013.08.004,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
A Two-layer Fog-Cloud Intrusion Detection Model for IoT Networks,2022,Internet of Things (Netherlands),10.1016/j.iot.2022.100557,Q1,Elsevier BV,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Cost-driven scheduling of service processes in hybrid cloud with VM deployment and interval-based charging,2020,Future Generation Computer Systems,10.1016/j.future.2020.01.035,Q1,Elsevier,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A cloud theory-based multi-objective portfolio selection model with variable risk appetite,2021,Expert Systems with Applications,10.1016/j.eswa.2021.114911,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
A secure and efficient outsourced computation on data sharing scheme for privacy computing,2020,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2019.09.008,Q1,Academic Press Inc.,,journal,Other,n,n,Agree - No,Irrelevant,,,,,
Trusted detection of ransomware in a private cloud using machine learning methods leveraging meta-features from volatile memory,2018,Expert Systems with Applications,10.1016/j.eswa.2018.02.039,Q1,Elsevier Ltd.,,journal,Elsevier,n,n,Agree - No,Irrelevant,,,,,
Manual for Using Homomorphic Encryption for Bioinformatics: This paper provides a new homomorphic encryption algorithm and associated software for bioinformatics to enhance the security and privacy associated with computing on human genomes,2017,Proceedings of the IEEE,10.1109/JPROC.2016.2622218,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Cloud-centric collaborative security service placement for advanced metering infrastructures,2019,IEEE Transactions on Smart Grid,10.1109/TSG.2017.2763954,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
PPM-HDA: Privacy-Preserving and Multifunctional Health Data Aggregation with Fault Tolerance,2016,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2015.2472369,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,n,n,Agree - No,Irrelevant,,,,,
Intercloud Trust and Security Decision Support System: an Ontology-based Approach,2015,Journal of Grid Computing,10.1007/s10723-015-9346-7,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
Cloud–SPHERE: Towards Secure UAV Service Provision,2020,Journal of Intelligent and Robotic Systems: Theory and Applications,10.1007/s10846-019-01046-6,Q1,Springer Netherlands,,journal,Springer,n,n,Agree - No,Irrelevant,,,,,
